date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:55:31	23430/23430	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20May%202024%2014:55:30%20GMT	https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-disclaimer.php	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-disclaimer.html	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:32	89476/89476	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2008:25:28%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/js/jquery-3.5.1.slim.min.js	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/js/jquery-3.5.1.slim.min.js	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:33	80821/80821	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2008:25:26%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/js/bootstrap.bundle.min.js	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/js/bootstrap.bundle.min.js	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:34	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2008:25:25%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/js/jquery.magnific-popup.min.js	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/js/jquery.magnific-popup.min.js	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:35	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2008:25:27%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/js/owl.carousel.min.js	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/js/owl.carousel.min.js	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:36	2946/2946	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2008:25:25%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/js/jquery.nice-select.min.js	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/js/jquery.nice-select.min.js	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:37	8155/8155	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2008:25:26%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/js/wow.min.js	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/js/wow.min.js	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:38	5931/5931	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2008:25:28%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/js/meanmenu.js	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/js/meanmenu.js	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:39	33529/33529	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2008:25:25%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/js/datepicker.min.js	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/js/datepicker.min.js	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:40	2381/2381	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2008:25:27%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/js/jquery.ajaxchimp.min.js	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/js/jquery.ajaxchimp.min.js	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:41	6055/6055	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2008:25:25%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/js/form-validator.min.js	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/js/form-validator.min.js	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:42	2052/2052	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2008:25:26%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/js/contact-form-script.js	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/js/contact-form-script.js	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:43	8850/8850	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2008:25:26%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/js/custom.js	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/js/custom.js	(from https://www.huisartsenpraktijkrolde.nl/)
16:55:44	12370/12370	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2028%20Jan%202022%2008:25:34%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/fonts/Flaticon.eot	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/fonts/Flaticon.eot	(from https://www.huisartsenpraktijkrolde.nl/assets/fonts/flaticon.css)
16:55:45	12370/12370	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2028%20Jan%202022%2008:25:34%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/fonts/Flaticon.eot?	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/fonts/Flaticond41d.eot	(from https://www.huisartsenpraktijkrolde.nl/assets/fonts/flaticon.css)
16:55:46	6888/6888	---M--	200	added ('OK')	font/woff2	date:Fri,%2028%20Jan%202022%2008:25:36%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/fonts/Flaticon.woff2	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/fonts/Flaticon.woff2	(from https://www.huisartsenpraktijkrolde.nl/assets/fonts/flaticon.css)
16:55:47	8184/8184	---M--	200	added ('OK')	font/woff	date:Fri,%2028%20Jan%202022%2008:25:34%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/fonts/Flaticon.woff	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/fonts/Flaticon.woff	(from https://www.huisartsenpraktijkrolde.nl/assets/fonts/flaticon.css)
16:55:48	12192/12192	---M--	200	added ('OK')	font/ttf	date:Fri,%2028%20Jan%202022%2008:25:35%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/fonts/Flaticon.ttf	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/fonts/Flaticon.ttf	(from https://www.huisartsenpraktijkrolde.nl/assets/fonts/flaticon.css)
16:55:49	73545/73545	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jan%202022%2008:25:36%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/fonts/Flaticon.svg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/fonts/Flaticon.svg	(from https://www.huisartsenpraktijkrolde.nl/assets/fonts/flaticon.css)
16:55:51	263296/263296	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2028%20Jan%202022%2008:25:35%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/fonts/boxicons.eot	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/fonts/boxicons.eot	(from https://www.huisartsenpraktijkrolde.nl/assets/css/boxicons.min.css)
16:55:51	89924/89924	---M--	200	added ('OK')	font/woff2	date:Fri,%2028%20Jan%202022%2008:25:36%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/fonts/boxicons.woff2	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/fonts/boxicons.woff2	(from https://www.huisartsenpraktijkrolde.nl/assets/css/boxicons.min.css)
16:55:53	263204/263204	---M--	200	added ('OK')	font/woff	date:Fri,%2028%20Jan%202022%2008:25:35%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/fonts/boxicons.woff	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/fonts/boxicons.woff	(from https://www.huisartsenpraktijkrolde.nl/assets/css/boxicons.min.css)
16:55:54	263128/263128	---M--	200	added ('OK')	font/ttf	date:Fri,%2028%20Jan%202022%2008:25:36%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/fonts/boxicons.ttf	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/fonts/boxicons.ttf	(from https://www.huisartsenpraktijkrolde.nl/assets/css/boxicons.min.css)
16:55:55	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:55:54%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/css/owl.video.play.png	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/css/owl.video.play.png	(from https://www.huisartsenpraktijkrolde.nl/assets/css/owl.carousel.min.css)
16:55:55	933813/933813	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jan%202022%2008:25:36%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/fonts/boxicons.svg?	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/fonts/boxiconsd41d.svg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/boxicons.min.css)
16:55:57	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:55:56%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/home-two/home-two-bg.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/home-two/home-two-bg.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:55:57	302102/302102	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:33%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/home-header.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/home-header.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:55:58	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:55:57%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/home-three-bg.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/home-three-bg.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:01	622407/622407	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:39%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/bg/heide-01.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/bg/heide-01.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
